StartTime,EndTime,name,UniqueID,Video Description,video_url,playable_type,order_number,note_content,is_document,quiz_components,question,answer_type,answer,explanation,in_lesson,start_time,end_time
1:59:00,3:08:00,Newton's 3rd Law,7,MIT - Newton's 3rd Law (Lecture 6),http://www.youtube.com/watch?v=8bTdMmNZm2M,Note,12,"The earth doesn't move very much because it is much more massive. By Newton's 2nd law, the same force will produce a greater acceleration for the moon (which has a much smaller mass) than for the earth (which has a much larger mass).",,,,,,,0,119,188
3:08:00,3:22:00,Newton's 3rd Law,7,MIT - Newton's 3rd Law (Lecture 6),http://www.youtube.com/watch?v=8bTdMmNZm2M,Note,13,"You've got to internalize Newton's third law so it comes naturally when solving problems! Whenever two bodies are interacting via some force, that force is *the same size* -- the force exerted on body 1 by body 2 is equal and opposite to the force exerted on body 2 by body 1!",,,,,,,0,188,202
3:22:00,4:36:00,Newton's 3rd Law,7,MIT - Newton's 3rd Law (Lecture 6),http://www.youtube.com/watch?v=8bTdMmNZm2M,Note,14,Intuitive explanation of Newton's third law.,,,,,,,0,202,276
4:36:00,END,Newton's 3rd Law,7,MIT - Newton's 3rd Law (Lecture 6),http://www.youtube.com/watch?v=8bTdMmNZm2M,Note,15,End of misconceptions video about Newton's 3rd Law,,,,,,,0,276,277
31:25:00,31:26:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,1,Involved example with Newton's laws.,,,,,,,0,1885,1886
31:26:00,33:26:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,2,"A mass \( m \) hangs from two strings attached to the ceiling, one at \( 60^\circ \) and one at \( 45^\circ \). Find the tensional force in each string.",,,,,,,0,1886,2006
33:26:00,33:50:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Quiz,3,,,"62,2",What is the \( \uvec y \)-component of the gravitational force on the mass?,text,-mg&- mg&-m g&- m g,"The \( \uvec y \)-component of the gravitational force is \( -mg \). Because we drew the y-axis to point upwards, the gravitational force (which points downwards) shows up as a negative -- that is, it is in the opposite direction as the positive y-axis. There is no \( \uvec x \)-component, because the gravitational force always points straight down.",1,2006,2030
33:50:00,33:55:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,4,We know from Newton's 2nd law that \[ \mathbf F = m \mathbf a = 0 \] since the mass is not moving.,,,,,,,0,2030,2035
33:55:00,33:58:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,5,We can decompose the vector \( \mathbf F \) into \( \hat x \) and \( \hat y \) components.,,,,,,,0,2035,2038
33:58:00,34:00:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,6,"\[ \sum F_x = 0, \sum F_y = 0 \]",,,,,,,0,2038,2040
34:00:00,34:12:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Quiz,7,,,2,What is the component of \( T_1 \) in the \( \uvec x \) direction?,self-rate,\[ T_1 \cos 60^\circ \],"We want to take the component of \( \mathbf T_1 \) in the x-direction. From the problem, we know that \( T_1 \) makes an angle of \( 60^\circ \) with the x-axis, and so by drawing in the appropriate right triangle we see that the leg along the x-axis has a magnitude of \( T_1 \cos 60^\circ \).",1,2040,2052
34:12:00,36:00:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,8,\[ \sum F_x = T_1 \cos 60^\circ - T_2 \cos 45^\circ = 0 \] \[ \sum F_x = \frac{1}{2} T_1 - \frac{\sqrt{2}}{2} T_2 = 0 \],,,,,,,0,2052,2160
36:00:00,36:30:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,9,\[ \sum F_y = T_1 \sin 60^\circ + T_2 \sin 45^\circ - mg = 0 \] \[ \sum F_y = \frac{\sqrt{3}}{2} T_1 + \frac{\sqrt{2}}{2} T_2 - mg= 0 \],,,,,,,0,2160,2190
36:30:00,37:00:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,10,"Solving for \( T_1 \) by adding the two equations, we see that \[ \frac{1}{2} T_1 + \frac{\sqrt{3}}{2} T_1 = mg \] and so \[ T_1 = \frac{2 m g}{1+ \sqrt{3}} \]",,,,,,,0,2190,2220
37:00:00,37:20:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,11,"These types of problems are known as ""static equilibrium"" problems, and can always be solved by 
\begin{align} &\text{1). Drawing the free body diagram, } \\ 
&\text{2). Writing down the sum of the forces in the \( \uvec x \) and \( \uvec y \) directions (which are equal to zero, because the mass is not accelerating), and} \\ 
&\text{3). Solving for the desired quantities.} \end{align}",,,,,,,0,2220,2240
37:20:00,38:40:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,12,"Plugging back in and solving for \( T_2 \), we see \[ \frac{1}{2} T_1 = \frac{\sqrt{2}}{2} T_2 \rightarrow \] \[ T_2 = \frac{T_1}{\sqrt{2}} \]",,,,,,,0,2240,2320
38:40:00,42:41:00,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,13,"Same problem, but using a clever vector addition trick! We know from Newton's 2nd law that \[ \mathbf T_1 + \mathbf T_2 + m \mathbf g = 0 \] If we flip the vector \( m \mathbf g \) over, we get a figure which allows us to easily calculate \( T_1 \) and \( T_2 \) by taking the projection of \( m \mathbf g \) onto each of these rays.",,,,,,,0,2320,2561
42:41:00,END,Example of Newton's Laws with Hanging Mass,8,MIT - Example of Newton's Laws with Hanging Mass (Lecture 6),http://www.youtube.com/watch?v=M_8w-dD4RBE,Note,14,End of example.,,,,,,,0,2561,2562
0:00:00,0:58:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,1,MIT: Weight and Weightlessness,,,,,,,0,0,58
0:58:00,1:20:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,2," If you stand on a bathroom scale, you exert a force \( \mathbf F = m \mathbf g \) on the scale (measured in Newtons, \(  \units{N} \) ). Weight is defined as the force that the scale exerts on you, \( \mathbf F_s \), in accordance with Newton's 3rd law.",,,,,,,0,58,80
1:20:00,2:00:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,3,"You are in an elevator rising with an acceleration of \(\mathbf a\). Gravity exerts a downward force \( \mathbf F_g = mg \) on you, and the scale exerts an upward force \( \mathbf F_s \) on you.",,,,,,,0,80,120
2:00:00,2:10:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,4,"Acceleration due to gravity: \[ g = + 9.8 \unitsf{m}{s^2} \]
Conventionally, the gravitational acceleration constant \( g \) is always positive, but make sure you keep track of direction when you solve problems! The gravitational force always points straight down.",,,,,,,0,120,130
2:10:00,2:18:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Quiz,5,,,57,Which of the following is true? \begin{align} &\text{1). } F_s < mg \\ &\text{2). } F_s = mg \\ &\text{3). } F_s > mg \end{align} (enter number only),text,3,"We use Newton's second law to write a force-balance equation: \[ F_s - mg = m a \] Because the elevator has a positive upward acceleration, \( F_s - mg > 0 \) and so \( F_s > mg \).",1,130,138
2:18:00,2:46:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,6,Use Newton's second law: \[ \mathbf{F_s} - m\mathbf{g} = m\mathbf{a}\],,,,,,,0,138,166
2:46:00,3:00:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,7,Rising in an elevator (where upwards \(\mathbf a\) is positive): \[ \mathbf{F_s} = m(\mathbf a +\mathbf g)\],,,,,,,0,166,180
3:00:00,4:23:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,8,"Your *apparent weight* is \( \mathbf F_s \). This is the normal force exerted by the scale! Thus, in an accelerating elevator, you gain weight (even though your mass stays the same).",,,,,,,0,180,263
4:23:00,5:20:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,9,Falling in an elevator (where downwards \(\mathbf a\) is positive): \begin{align*} m\mathbf{g} - \mathbf{F_s}  &= m\mathbf{a}  \\ \mathbf{F_s} &= m(\mathbf g - \mathbf a) \end{align*},,,,,,,0,263,320
5:20:00,6:27:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,10,"In free fall, where \(\mathbf a = \mathbf g\), you will be weightless.",,,,,,,0,320,387
6:27:00,7:00:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,11,Defintion of free fall: When the forces acting on a body are exclusively gravitational.,,,,,,,0,387,420
7:00:00,8:37:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,12,"We can equivalently measure weight by a tensional force required to support our body -- it makes no difference whether the weight force ( \( \mathbf F_w \) ) is supplied by the normal force from a scale, or by a tensional force in a rope.",,,,,,,0,420,517
8:37:00,9:15:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,13,"Imagine that you are hanging onto a string attached to a tension scale on the ceiling of an elevator. The tension in the string is \( T \), and the acceleration upwards is \( a \): \begin{align*} \mathbf T - m\mathbf g = m\mathbf a \\ T = m(\mathbf a + \mathbf g) \end{align*}. This is the same equation that we got with the bathroom scale. Tension is an indicator of weight.",,,,,,,0,517,555
9:15:00,9:16:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Quiz,14,,,102,What is the definition of weight?,self-rate,"Weight of an object is defined as the force due to gravity. Thus, \( \text{Weight} = mg \). This is contrasted with *apparent weight*, which is what Prof. Lewin discusses in this video.","Traditionally, *weight* is a synonym for the force of gravity -- \( \text{Weight} = F_g = mg \). The *apparent weight* of an object is the force one would read on a scale. It will change, depending on whether the object is accelerating, and is equal to the force required to cause that acceleration (and must be supplied by a normal force from the ground/scale, or a tension in a rope, for example). Be careful with these!",0,555,556
9:16:00,9:17:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Quiz,15,,,139,What is the definition of free-fall?,self-rate,Free-fall occurs when your apparent weight goes to zero.,"This happens when you accelerate at the rate of gravity, \( g \), because then (by Newton's second law) there are no other forces on you other than the force of gravity. Thus, there will be no normal force (eg, from a scale) or tension (eg, from a hanging rope) to supply a force giving you non-zero apparent weight.",0,556,557
9:17:00,9:17:00,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Quiz,16,,,103,What are the units of weight?,self-rate,"Newtons, or units of *Force*","Weight, remember, is a force! It should not be confused with mass, even though the two are often used interchangeably in common speech.",0,557,557
9:17:00,END,Introduction to Weight,9,MIT - Introduction to Weight and Weightlessness (Lecture 7),http://www.youtube.com/watch?v=zfTE4J87aQQ,Note,17,End of introduction to weight,,,,,,,0,557,558
0:00:00,0:05:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,1,Begin example of ice sliding down an incline,,,,,,,0,0,5
0:05:00,0:49:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,2,Problem setup: A block of ice with mass \( m = 10 \units{kg} \) is sitting on a wedge (also made of ice) with an angle of \( \theta = 30^\circ \) to the ground. We want to calculate the motion of the block.,,,,,,,0,5,49
0:49:00,2:10:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,3,"Force of gravity \( F_g = m g \) points downward, and acts at the center of mass of the block.",,,,,,,0,49,130
2:10:00,3:16:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,4,"Because motion will be along the surface of the block, we decompose the force of gravity into components that are perpendicular and parallel to the surface of the block.",,,,,,,0,130,196
3:16:00,3:45:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,5,"Using some trig, we find that the component of \( F_g \) that is perpendicular to the surface is \[ F_{g,\perp} = F_g \cos \theta = m g \cos \theta \]",,,,,,,0,196,225
3:45:00,4:20:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,6,"Similarly, the parallel component is \[ F_{g,\parallel} = F_g \sin \theta = m g \sin \theta \]",,,,,,,0,225,260
4:20:00,4:25:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,7,"A good mnemonic for this is ""Sine Slides"" -- you use ""Sine"" to get the component that would cause the block to ""Slide"" along the wedge.",,,,,,,0,260,265
4:25:00,6:42:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,8,"Another good way to figure out which trig function to use is by limiting cases. As \( \theta \rightarrow 0 \), there should be no component parallel to the surface, because the block would be sitting on flat ground. Since \( \sin 0 = 0 \) while \( \cos 0 = 1 \), we want to use sine for the parallel component.",,,,,,,0,265,402
6:42:00,7:48:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,9,"If the component of the gravitational force \( F_{g,\perp} \) were the only force acting perpendicular to the plane of the wedge, then by Newton's 2nd law the block would accelerate downward into the wedge. Because this does not happen, there must be another force opposing it. This is the *Normal Force*.",,,,,,,0,402,468
7:48:00,8:48:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,10,"The normal force \( F_N \) is always normal (perpendicular) to the surface, and here we reasoned it must oppose the perpendicular component of \( F_g \). Thus, 
\[ F_N = - F_{g,\perp} = m g \cos \theta \text{ outward } \]",,,,,,,0,468,528
8:48:00,9:00:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,11,"There is no frictional force opposing \( F_{g,\parallel} \), and so the block will experience an acceleration by Newton's 2nd law.",,,,,,,0,528,540
9:00:00,9:40:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,12,"\[ \mathbf F = m \mathbf a \rightarrow F_{g, \parallel} = m a \]
\[ m g \sin \theta = m a \rightarrow \]
\[ a = g \sin \theta \]",,,,,,,0,540,580
9:40:00,10:17:00,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,13,"Notice that the acceleration is independent of the mass of the block! This is because the force due to gravity is proportional to the mass while the acceleration is inversely proportional to the mass, and so the mass of the block drops out of our equation entirely.",,,,,,,0,580,617
10:17:00,END,Example - Block sliding down frictionless plane,10,Khan - Example - Block sliding down frictionless plane,http://www.youtube.com/watch?v=Mz2nDXElcoM,Note,14,End of example,,,,,,,0,617,618
30:20:00,31:00:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,1,Kinematics motion in 3-D space,,,,,,,0,1820,1860
31:00:00,31:50:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,2,"In general, the ""position"" of an object is designated by a vector (in three dimensions), and is given the variable \( \mathbf r \).",,,,,,,0,1860,1910
31:50:00,32:15:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,3,\[ mathbf r_t = x_t \uvec x + y_t \uvec y + z_t \uvec z \],,,,,,,0,1910,1935
32:15:00,33:00:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,4,\[ \mathbf v_t = \frac{dr_t}{dt} = \dot x_t \uvec x + \dot y_t \uvec y + \dot z_t \uvec z \],,,,,,,0,1935,1980
33:00:00,33:25:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,5,\[ \mathbf a_t = \frac{dv_t}{dt} = \ddot x_t \uvec x + \ddot y_t \uvec y + ddot z_t \uvec z \],,,,,,,0,1980,2005
33:25:00,34:50:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,6,"By writing the 3-D motion in terms of vector components, we have broken a complex problem into three simpler 1-D problems!",,,,,,,0,2005,2090
34:50:00,35:45:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,7,"When solving kinematics problems, you'll almost always want to break things up into components -- separate equations for each direction. First though, it is *very* important to define your coordinate system! This way, both you and your professor/grader know which direction is \( + \uvec x \), say, and which direction is \( - \uvec x \).",,,,,,,0,2090,2145
35:45:00,36:35:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,8,Overview of kinematics,,,,,,,0,2145,2195
36:35:00,37:02:00,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,9,"For complex 3-D motion, decompose the motion (always described by the position vector, \( \mathbf r(t) \) ) into three independent 1-D problems along the \( \uvec x, \uvec y \) and \( \uvec z \) axes. We can then use the standard kinematics equations to solve!",,,,,,,0,2195,2222
37:02:00,END,Kinematics motion in 3-D space,11,MIT - Kinematics in 3D,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,10,End of 3-D kinematics,,,,,,,0,2222,2223
37:00:00,37:01:00,Example - Projectile motion in a plane,12,MIT - Example of projectile motion in a plane,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,1,Example - Projectile motion in a plane,,,,,,,0,2220,2221
37:01:00,39:25:00,Example - Projectile motion in a plane,12,MIT - Example of projectile motion in a plane,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,2,"1D motion, constant acceleration equations: 
\begin{align} x(t) &= x_0 + v_{0,x} t + frac{1}{2}a_{x} t^2 \\ 
v_{x}(t) &= v_{0,x} + a_x t \\ 
a_{x}(t) &= a_x \end{align}",,,,,,,0,2221,2365
39:25:00,40:21:00,Example - Projectile motion in a plane,12,MIT - Example of projectile motion in a plane,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,3,It can be useful to analyze the motion of objects with regard to only one axis at a time. This is one reason why it is important to choose your coordinate system well at the start of the problem,,,,,,,0,2365,2421
40:21:00,42:35:00,Example - Projectile motion in a plane,12,MIT - Example of projectile motion in a plane,http://www.youtube.com/watch?v=fwNQKjTj-0w,Quiz,4,,,130,Why isn't the velocity \( v_x \) in the \( \uvec x \) direction going to change?,self-rate,Because there are no forces in the \( \uvec x \) direction.,"Because there are no forces in the \( \uvec x \) direction, there will be no acceleration in the \( \uvec x \) direction (by Newton's 2nd law) and hence the velocity will not change.",1,2421,2555
42:35:00,42:52:00,Example - Projectile motion in a plane,12,MIT - Example of projectile motion in a plane,http://www.youtube.com/watch?v=fwNQKjTj-0w,Quiz,5,,,"58,130","What is the acceleration in the \( \uvec y \) direction at time \( t = 0.5 \) seconds? (numbers only, no units)",text,-9.8&- 9.8&-9.81&- 9.81,"The acceleration in the \( \uvec y \)-direction is *always* \( -9.8 \units{m/s^2} \), because the only *force* acting in the \( \uvec y \)-direction is the force due to gravity. By Newton's 2nd law, we get \[ F_g = - m g = m a \rightarrow \] \[ a = -g \]",1,2555,2572
42:52:00,46:30:00,Example - Projectile motion in a plane,12,MIT - Example of projectile motion in a plane,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,6,Acceleration due to gravity only affects velocity in the y direction,,,,,,,0,2572,2790
46:30:00,49:27:00,Example - Projectile motion in a plane,12,MIT - Example of projectile motion in a plane,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,7,Demonstration of independence of movement in several axes,,,,,,,0,2790,2967
49:27:00,END,Example - Projectile motion in a plane,12,MIT - Example of projectile motion in a plane,http://www.youtube.com/watch?v=fwNQKjTj-0w,Note,8,End of example on projectile motion.,,,,,,,0,2967,2968
35:30:00,38:19:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,1,"A young monkey is in a tree, searching for tasty bananas. On the ground, a monkey hunter aims a golf ball gun straight at the monkey. The golf ball leaves the the gun at a velocity \( v_0 \), and lands at point P. When the monkey sees the flash of the gun, it lets go of the branch it is hanging from and begins to fall. Is the monkey safe, or is it the last day for the monkey?",,,,,,,0,2130,2299
38:19:00,38:48:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,2,"The ball's horizontal position at time \( t \) is not affected by the existence of gravity. The position \( x(t_1) \) of the ball at time \( t_1 \) is the same for the hunter's assumed trajectory, which ignores gravity, and its actual trajectory, which is affected by gravity.",,,,,,,0,2299,2328
38:48:00,38:54:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,3,The \( y \)-position of the ball can cleverly found by finding the difference in \( y \)-value between the assumed trajectory (no gravity) and the actual trajectory (with gravity).,,,,,,,0,2328,2334
38:54:00,39:21:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,4,"With gravity, the y-position is:
\[ y(t) = \left[ v_0\sin(\alpha) \right] t - \frac{1}{2}gt^2 \]",,,,,,,0,2334,2361
39:21:00,39:41:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,5,"Without gravity, we no longer have a force in the \( \uvec y \)-direction and hence no acceleration in the \( \uvec y \)-direction. Thus, \( g \rightarrow 0 \) and
\[ y(t) = \left[ v_0\sin(\alpha) \right] t \]",,,,,,,0,2361,2381
39:41:00,40:04:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Quiz,6,,,,"In terms of the given variables, how much further below the monkey's original position will the ball hit the tree?",self-rate,\[ \frac{1}{2} g t^2 \],"This is shown by subtracting the real trajectory (with gravity) from the trajectory without gravity, which would have hit the monkey on the branch. That is, \begin{align}
x_{\text{no-grav}}(t) &= \left[ v_0 \cos \alpha \right] t \\
x_{\text{grav}}(t) &= \left[ v_0 \cos \alpha \right] t - \frac{1}{2} g t^2 \\
\text{Delta Pos.} &= x_{\text{no-grav}}(t) - x_{\text{grav}}(t) = \frac{1}{2} g t^2 
\end{align}",1,2381,2404
40:04:00,41:24:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,7,"The ball will land \( \frac{1}{2}g{t_2}^2\)  below the monkey's original position. That is exactly the same distance that the monkey will fall if it lets go at exactly \(t_0\)! If it lets go, the monkey will be killed :-(",,,,,,,0,2404,2484
41:24:00,43:08:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,8,This result is independent of the initial velocity of the gun!,,,,,,,0,2484,2588
43:08:00,43:38:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,9,"Consider the same situation, except that both the monkey and the hunter are in an elevator undergoing free-fall motion, and so also accelerating at \( 9.8 \units{m/s^2} \). In this case, the bullet will come straight at the monkey since the force of gravity is acting on all of them, not just the bullet, and so they are all accelerating at the same rate.",,,,,,,0,2588,2618
43:38:00,43:34:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,10,"If the horizontal distance between the hunter and the monkey is \( D \) and the height of the tree is \( h \), the length of the trajectory in the monkey-hunter frame is \( \sqrt{D^2 + h^2} \).",,,,,,,0,2618,2614
43:34:00,43:40:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Quiz,11,,,,"What is \(t_{\text{kill}}\), the amount of time that the monkey has left to live from the moment the bullet is fired?",self-rate,\[ t_{\text{kill}} = \frac{\sqrt{ D^2 + h^2}{v_0} \],"The amount of time it takes the bullet to reach the monkey is just the distance divided by the velocity. In the monkey-hunter frame, the velocity of the bullet is \( v_0 \), and travels the hypotenuse distance of the triangle shown. Thus, ",1,2614,2620
43:40:00,45:10:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,12,"In the inertial frame of the classroom (outside the elevator), we see a different picture! We see the bullet traveling with a horizontal velocity \( v_x = v_0 \cos \alpha \), over a distance \( D \). Thus, we calculate \[ t_{\text{kill}} = \frac{D}{v_0 \cos \alpha} \]",,,,,,,0,2620,2710
45:10:00,45:20:00,Example - Monkey hunting and projectile motion,13,MIT - Example of a monkey and a hunter,http://www.youtube.com/watch?v=0OV1E9M9Kkc,Note,13,"Using \( \cos \alpha = \frac{D}{sqrt{D^2 + h^2}} \) from the geometry of the image, we can see that both values for \(t_{\text{kill}}\) turn out identical!",,,,,,,0,2710,2720
