DB_id,UniqueID,Category,name,description,Dependency (UniqueID),For more information [just append this to the description]
278,134,Vector Math,What is the effect of scalar multiplication on a vector?,"Scalar multiplication, or the multiplication of a vector by a scale, does exactly what it sounds like-- scales the vector! For some vector \( \mathbf A \), we can multiply it by some scalar \( c \) to get \[ c \mathbf A = c A_x \hat x + c A_y \hat y + c A_z \hat z \] It does not change the direction of the vector."
279,135,Vector Math,What is the right hand rule?,"The right hand rule is a ""rule of thumb"" for computing cross products, and determines which direction the resultant vector points."
280,136,Common Definitions,What is displacement?,"Displacement is a vector quantity, equal to a difference in position."
281,137,Common Definitions,What is distance?,"Distance is a scalar quantity, equal to how far an object travels. It is the integral of speed over time, and should not be confused with displacement (a vector quantity)."
282,138,Common Definitions,What is apparent weight?,"Apparent weight is the force supplied to a body by either a tension or a normal force, eg, from a scale. In static equilibrium, the apparent weight \( F_w \) is equal to the weight of gravity \( F_g = mg \). However, if an object is accelerating (like someone standing on a scale in an elevator accelerating upwards), then the apparent weight will change because the normal/tensional force must be larger than the force of gravity in order to cause the upward acceleration. Simply put, the apparent weight is what you would measure standing on a scale."
283,139,Common Definitions,What are the conditions for free-fall?,"""Free-fall"" occurs when your apparent weight goes to zero. That is, you are accelerating under the influence of the gravitational force alone."
284,140,Coordinate Systems,What is the difference between a right-handed and a left-handed coordinate system?,"We almost exclusively use right-handed coordinate systems. A right-handed coordinate system is one in which \[ \uvec x \times \uvec y = + \uvec z \] A left-handed coordinate system is one in which \[ \uvec x \times \uvec y = - \uvec z \] Here, one would use a ""left-hand rule"" instead of a ""right-hand rule"" to get equivalent physics."
285,141,Common Definitions,What is centripetal acceleration?,"Centripetal acceleration is any acceleration directed towards the center of a circle. It most often arises in the context of uniform circular motion, in which an object is rotating in a circle. Because its velocity is constantly changing direction, it must be experiencing a force (by Newton's 2nd law), and this force is the centripetal force. For uniform circular motion, the centripetal force can be written \[ a_c = \omega^2 r \] or alternatively \[ a_c = \frac{v^2}{r} \] Note, however, the centripetal acceleration is *linear* in \( r \), not inversely proportional -- the \( v \) has a hidden \( r \) in it, and so the definition \( a_c = \omega^2 r \) is preferable conceptually."
286,142,Common Definitions,What is the centripetal force?,"The centripetal force is any force directed towards the center of a circle. It most often arises in the context of uniform circular motion, in which a force is needed to maintain an object's circular trajectory. This is the force *causing* the centripetal acceleration, which causes the object to move in a circle."
287,143,Common Definitions,What is frequency?,"Frequency \( f \), or \( \nu \), is the number of cycles per second, measured in Hertz. It is used to describe things with periodic motion or behavior and is related to the period by \[ f = \frac{1}{T} \]"
288,144,Common Definitions,What is the period in rotational kinetics?,"The period \( T \) is the amount of time required for one full cycle or oscillation. It is used to describe things with periodic motion or behavior, and is related to the frequency by \[ T = \frac{1}{f} \]"
289,145,Types of Forces,What is the magnitude of the kinetic friction force?,"The force of kinetic friction, \( F_k \), is given by \[ F_k = \mu_k F_N \] where \( \mu_k \) is the coefficient of kinetic friction and \( F_N \) is the normal force. Typically, the coefficient of kinetic friction \( \mu_k \) is less than the coefficient of static friction, \( \mu_s \)."
290,146,Reference Frames,What is an inertial reference frame?,"The laws of physics appear identical for all observers in inertial reference frames. An inertial reference frame is one in which there are no accelerations, meaning ""stationary"" and ""constant motion"" reference frames. However, one observer in a ""constant motion"" frame can equally well claim to be at ""rest"" relative to you (FIX, MAKE BETTER...)"
291,147,Reference Frames,What is a non-inertial reference frame?,"A non-inertial reference frame is one in which there are accelerations. For example, all rotating reference frames are non-inertial (although for ""slow"" enough rotation, they can approximate inertial reference frames), as are reference frames undergoing rectilinear acceleration."
292,148,Common Definitions,What is tension?,"Tension is the magnitude of the pulling force exerted by a string, cable, chain, or similar object on another object. It is a force, and hence is measured in Newtons, and can be thought of as an intrinsic property at every point in a rope or cable that would pull apart a thin slice in that rope. FIX!"
293,149,Types of Forces,What is the difference between centripetal and centrifugal force?,"Centripetal force is a *real* force, while centrifugal force is a *pseudo-force*. In cases of circular motion, the centripetal force is the force directed towards the center of the circle, and *causes* the circular motion-- without it, the object would continue in a straight line (by Newton's 1st law). The centrifugal force is an artifact of being in the non-inertial, rotating reference frame. It seems like a real force for the rotating object, but it is just a consequence of the non-inertial frame. When doing circular motion problems, you should always analyze things from an inertial reference frame, in which case the centrifugal force will never appear but you will always have a centripetal force causing the circular motion."
294,150,Common Definitions,What direction does the centripetal force/centripetal acceleration point?,"The centripetal force (and by Newton's 2nd law, the centripetal acceleration) both point directly towards the center of a circular path. ""Centripetal"" means ""towards the center""."
295,151,Types of Forces,What is the magnitude of the centripetal force for uniform circular motion?,"The centripetal force has magnitude \[ F_c = m \omega^2 r \] or in terms of the speed \( v \) of the rotating object, it is \[ F_c = \frac{mv^2}{r} \] The centripetal force is related to the centripetal acceleration by Newton's 2nd law, where \[ F_c = m a_c \]"
296,152,Energy Conservation,What is the work-energy theorem?,"The work-energy theorem states that the change in kinetic energy of a system is equal to the work done by the net of all forces on a system. Mathematically, this is \[ W_{\text{net}} = \Delta \text{K.E.} \] Note, if the object has a change in potential energy, this has to be accounted for in the net work as work done by the *gravitational force*. "
297,153,Vector Math,What is the dot product between perpendicular vectors?,The dot product between perpendicular vectors is always zero. This can be seen by direct calculation from the geometric definition of the dot product: \[ \mathbf A \cdot \mathbf B = |\mathbf A||\mathbf B| \cos 90^\circ = 0 \] since the angle between perpendicular vectors is (of course) \( 90^\circ \) and \( \cos 90^\circ = 0 \).
298,154,Work,How do you determine the sign of the work done on a system?,"The sign comes directly from the definition: \[ W = \int \mathbf F \cdot d\mathbf x \] If the force is acting in the same direction as the displacement (or some component is acting in the direction of the displacement), then the sign is positive because the force is essentially ""working with"" the object. If the force is acting in the opposite direction as the displacement, the sign is negative (the force is acting ""against"" the object's motion). If the force is *perpendicular* to the displacement, then it does zero work."
299,155,Gravitation,What is gravitational potential energy?,"Between any two objects, the gravitational potential energy is \[ U_{\text{grav}} = -\frac{G m_1 m_2}{r} \] Near the surface of the earth, where the force due to gravity is essentially constant, the gravitational potential energy reduces to \( U = m g h \). TYPE UP A DERIVATION...!!!"
300,156,Energy,What is the potential energy stored in a spring?
301,157,,What is the force exerted by a compressed spring?,"Using Hooke's law, we know the force is \( F_{\text{spring}} = - k \Delta x \) where \( x \) is the compression length and \( k \) is the spring constant. Note, the negative sign means this is always a ""restorative"" force; it always acts to restore the spring to its natural uncompressed state."
302,158,Common Definitions,What is the definition of kinetic energy in terms of momentum?,"In terms of velocity, kinetic energy is just \[ \text{K.E.} = \frac{1}{2} m v^2 \] The momentum \( p \) of an object is \( p = m v \), and so \[ v = \frac{p}{m} \] Substituting this in, we get \[ \text{K.E.} = \frac{p^2}{2m} \]"
303,159,Vector Math,What direction does the cross product point?,"The direction of the cross product is **always** perpendicular to the two vectors in the product. Thus, if \[ \mathbf A \times \mathbf B = \mathbf C \] the vector \( \mathbf C \) is perpendicular to both \( \mathbf A \) and \( \mathbf B \). There are, of course, two such perpendicular vectors pointing in exactly opposite directions, and hence we use the right hand rule to figure out which one by definition."
304,160,Equilibrium,When should a balance of torques be assumed?,"Torque-balance is used for rotational equilibrium problems, that is, in problems where the objects are free to rotate but are in a state of rotational equilibrium (not rotating). This comes from the rotational equivalent of Newton's 2nd law, or \[ \mathbf \tau = I \mathbf \alpha \] Thus, if there are no net torques (ie, all torques are balanced) then the system will not accelerate."
305,161,Conservation of Angular Momentum,When is angular momentum conserved?,Angular momentum is conserved when there are no net external torques acting on a system.
306,162,Rotational Kinematics,How is rotational kinetic energy related to angular momentum and the moment of inertia?,"We start with \[ \text{K.E.} = \frac{1}{2} I \omega^2 \] and know that for rigidly rotating bodies, \[ L = I \omega \] Thus, we find that \[ \text{K.E.} = \frac{L^2}{2I} \]"
