UniqueID,Category,name,description,Dependency (UniqueID),For more information [just append this to the description]
1,Antiderivatives,What is an antiderivative?,"Let \(f(x)\) be continuous on \([a,b]\). If \(G(x)\) is continuous on \([a,b]\) and \(G'(x)=f(x)\) for all \(x\in (a,b)\), then \(G\) is called an **antiderivative** of \(f\). "
92,Mean value theorem,"If \(f\) is differentiable on \((a,b)\) and continuous on \([a,b]\), then what is known about the tangent lines on \(f\) in relation to the secant line through \(a\) and \(b\)?","Mean value theorem: Let \(f\) be differentiable on \((a,b)\) and continuous on \([a,b]\). Then there is at least one point \(c\) in \((a,b)\) for which \[f'(c)=\frac{f(b)-f(a)}{b-a}.\] "
93,Mean value theorem,What is the most common property used to relate a function to its derivative?,The mean value theorem relates functions to their derivatives and is used to prove several relational properties.
94,Mean value theorem,"If \(f'(x)=0\) on \(I\), what is true about \(f\) on \(I\)?",\(f'(x)=0\) everywhere on \(I\) if and only if \(f\) is constant on \(I\).  
95,Mean value theorem,"If \(f'(x)=g'(x)\) on \(I\), what is known about the relation between \(f\) and \(g\)?","If \(f'(x)=g'(x)\) for all \(x\) on \(I\), then \(f\) and \(g\) differ at most by a constant on \(I\). "
96,Mean value theorem,"If \(f'(x)>0\) for all \(x\) on \(I\), then what is true about \(f\) on \(I\)?","If \(f'(x)>0\) for all \(x\) on \(I\), then \(f\) is _increasing_ on \(I\).  "
97,Mean value theorem,"If \(f'(x)<0\) for all \(x\) on \(I\), then what is true about \(f\) on \(I\)?","If \(f'(x) < 0\) for all \(x\) on \(I\), then \(f\) is _decreasing_ on \(I\)."
98,Partial fractions,What is the first step to integrate an improper rational function (a fraction of polynomials where the numerator has degree at least the degree of the denominator)?,Use long division of polynomials to rewrite the integrand as a sum of a polynomial and a proper rational function.
99,Partial fractions,What is partial fraction decomposition?,Partial fraction decomposition is rewriting a proper rational function as the sum of rational functions with irreducible factors. The goal is to find the constants in the numerator of each of the terms of the sum.
100,Partial fractions,What is the first step to integrate a rational function that involves a denominator with degree at least two?,"First, see if the polynomial in the denominator can be factored. If so, try to use partial fraction decomposition."
101,Partial fractions,How are proper rational functions decomposed into terms with irreducible denominators and unknown constants in the numerator?,Decompose the proper rational function as a sum of rational functions of the form \[\frac{A}{(x-\alpha)^k} \quad\mathrm{and}\quad \frac{Bx+C}{(x^2+\beta x+\gamma)^k}\quad (x^2+\beta x+\gamma \mathrm{~irreducible})\] where: * Each factor \((x-\alpha)^m\) in the denominator of the proper rational function suggests terms \[\frac{A_1}{(x-\alpha)}+\frac{A_2}{(x-\alpha)^2}+\ldots +\frac{A_m}{(x-\alpha)^m}.\] * Each factor \((x^2+\beta x+\gamma)^n\) suggests terms \[\frac{B_1x+C_1}{(x^2+\beta x+\gamma)}+\frac{B_2x+C_2}{(x^2+\beta x+\gamma)^2}+\ldots +\frac{B_nx+C_n}{(x^2+\beta x+\gamma)^n}.\] 
102,Partial fractions,"What is the ""collecting terms"" method for determining the constants for partial fraction decomposition?","Suppose you have an equation where the original proper rational function is on the left and is equated into a sum of rational function with irreducible denominators on the right. 1. Multiply the equation to clear the fractions. 2. Rewrite the polynomial by collecting the terms on the right side for each degree of the polynomial variable \(x\). (In other words, collect the coefficients.) 3. Equate each coefficient with its corresponding value on the left side. 4. Solve the system of equations."
103,Partial fractions,"What is the ""x substitution"" method for determining the constants for partial fraction decomposition?","Suppose you have an equation where the original proper rational function is on the left and is equated into a sum of rational function with irreducible denominators on the right. 1. Multiply the equation to clear the fractions. 2. Since the equation holds for all values of \(x\), substitute a value of \(x\) that makes all but one of the terms on the right equal to zero. 3. Solve the equation for the unknown constant. 4. Repeat steps 2 and 3 for each unknown constant, each time making the other terms zero."
104,Partial fractions,What are the main steps of partial fraction decomposition for integrating rational functions?,"If the rational function is improper, use polynomial long division to write it as the sum of a polynomial and a proper rational function. Decompose the proper rational function into a sum of terms with irreducible denominators and unknown numerators, then solve for the unknown numerators using either the method of collecting terms or the method of \(x\) substitution."
105,Product rule,Is differentiability preserved through multiplication of differentiable functions?,Yes. Let \(f(x)\) and \(g(x)\) be differentiable at \(x\). Then \(h(x) = f(x)g(x)\) is differentiable at \(x\).
106,Product rule,"If \(f(x)\) and \(g(x)\) are differentiable functions and \( h(x)=f(x)g(x) \), then what is \(h'(x)\)?",Product rule: Let \(f(x)\) and \(g(x)\) be differentiable at \(x\). Then \(h(x) = f(x)g(x)\) is differentiable at \(x\) and \(h'(x) = f'(x)g(x) + f(x)g'(x)\).
107,Quotient rule,Is differentiability preserved through division of differentiable functions?,"Yes, if the function that is divided is nonzero. Let \(f\) and \(g\) be differentiable at \(x\) with \(g(x) \neq 0\). Then \(f/g\) is differentiable at \(x\)."
108,Quotient rule,"If \(f(x)\) and \(g(x)\) are differentiable functions with \(g(x) \neq 0\) and \( h(x)=f(x)/g(x) \), then what is \(h'(x)\)?",Quotient rule: Let \(f\) and \(g\) be differentiable at \(x\) with \(g(x) \neq 0\). Then \(f/g\) is differentiable at \(x\) and \[\left[\frac{f(x)}{g(x)}\right]' = \frac{g(x)f'(x)-f(x)g'(x)}{\left[g(x)\right]^2}.\]
109,Quotient rule,The quotient can be derived from which other rules of differentiation?,"To differentiate \(h(x)=f(x)/g(x)\), we can differentiate \(h(x)=f(x)(g(x))^{-1}\) using the product rule and the chain rule (to differentiate the \((g(x))^{-1}\) term)."
110,Riemann sums,How does a Riemann sum approximate the area under a curve \(f(x)\)?,"The interval of \(x\) over which the integral is computed is divided into subintervals, called a partition of the interval. Then the area under the curve for each subinterval is approximated by drawing a rectangle whose width is given by the segment and height is the distance from the \(x\)-axis to function at the some point in that subinterval, usually either the left or right end of the segment. Each of the rectangles is summed to give an approximation of the total area under the curve. Symbolically, we write this as the approximate area of the region \(R=\sum_{i=1}^n f(x_i^*) \Delta x_i\), where \([x_0,x_1],[x_1,x_2],\dots [x_{n-1},x_n]\) are the \(n\) subintervals with \(a=x_0<x_1<x_2<\dots < x_n=b\) for the interval \((a,b)\), \(\Delta x_i\) is the length of the interval, and \(x_i^*\) is the point chosen in the interval."
111,Riemann sums,How can we express the value of a definite integral exactly in terms of a Riemann sum?,"As we decrease the widths of the rectangles, we expect to be able to approximate the area of \(R\) better. In fact, as max \(\Delta x_i \rightarrow 0\), we get the exact area of \(R\), which we denote by the definite integral \(\int_a^b f(x)\,dx\). That is, \[\int_a^b f(x)\,dx = \lim_{max \Delta x_i\rightarrow 0} \left(\sum_{i=1}^n f(x_i^\ast)\Delta x_i\right).\]"
112,Riemann sums,When does the Riemann definition of the integral hold?,"The Riemann definition  of the integral,  \[\int_a^b f(x)\,dx = \lim_{max \Delta x_i\rightarrow 0} \left(\sum_{i=1}^n f(x_i^\ast)\Delta x_i\right),\] holds when there are a finite number of discontinuities and \(f(x)\) is unbounded (though it can assume both positive and negative values)."
113,Concavity and the second derivative test,When is the graph of a function concave upward?,"The graph of a function \(f\) is **concave upward** at the point \((c,f(c))\) if \(f'(c)\) exists and if for all \(x\) in some open interval containing \(c\), the point \((x,f(x))\) on the graph of \(f\) lies above the corresponding point on the graph of the tangent line to \(f\) at \(c\). This is expressed by the inequality \(f(x) > [f(c) + f'(c)(x-c)]\) for all \(x\) in some open interval containing \(c\). Imagine holding a ruler along the tangent line through the point \((c,f(c))\): if the ruler _supports the graph of \(f\)_ near \((c,f(c))\), then the graph of the function is concave upward."
114,Concavity and the second derivative test,When is the graph of a function concave downward?,"The graph of a function \(f\) is **concave downward** at the point \((c,f(c))\) if \(f'(c)\) exists and if for all \(x\) in some open interval containing \(c\), the point \((x,f(x))\) on the graph of \(f\) lies below the corresponding point on the graph of the tangent line to \(f\) at \(c\). This is expressed by the inequality \(f(x) < [f(c) + f'(c)(x-c)]\) for all \(x\) in some open interval containing \(c\). In this situation _the graph of \(f\) supports the ruler_."
115,Concavity and the second derivative test,How do we describe a graph of the function \( f \) where \(f(x) > [f(c) + f'(c)(x-c)]\) for all \(x\) in some open interval containing \(c\)?,"The graph of a function \(f\) is **concave upward** at the point \((c,f(c))\) if \(f'(c)\) exists and if for all \(x\) in some open interval containing \(c\), the point \((x,f(x))\) on the graph of \(f\) lies above the corresponding point on the graph of the tangent line to \(f\) at \(c\). This is expressed by the inequality \(f(x) > [f(c) + f'(c)(x-c)]\) for all \(x\) in some open interval containing \(c\). Imagine holding a ruler along the tangent line through the point \((c,f(c))\): if the ruler _supports the graph of \(f\)_ near \((c,f(c))\), then the graph of the function is concave upward."
116,Concavity and the second derivative test,How do we describe a graph of the function \( f \) where \(f(x) < [f(c) + f'(c)(x-c)]\) for all \(x\) in some open interval containing \(c\)?,"The graph of a function \(f\) is **concave downward** at the point \((c,f(c))\) if \(f'(c)\) exists and if for all \(x\) in some open interval containing \(c\), the point \((x,f(x))\) on the graph of \(f\) lies below the corresponding point on the graph of the tangent line to \(f\) at \(c\). This is expressed by the inequality \(f(x) < [f(c) + f'(c)(x-c)]\) for all \(x\) in some open interval containing \(c\). In this situation _the graph of \(f\) supports the ruler_."
117,Concavity and the second derivative test,How do we determine the concavity of a function at a particular point?,"**Concavity Theorem**: If the function \(f\) is twice differentiable at \(x=c\), then the graph of \(f\) is concave upward at \((c,f(c))\) if \(f''(c) > 0\) and concave downward if \(f''(c) < 0\)."
118,Concavity and the second derivative test,"Is a function is twice differentiable at \(x=c\) and \(f''(c)>0\), is the graph concave upward or concave downward?","**Concavity Theorem**: If the function \(f\) is twice differentiable at \(x=c\), then the graph of \(f\) is concave upward at \((c,f(c))\) if \(f''(c) > 0\) and concave downward if \(f''(c) < 0\)."
119,Concavity and the second derivative test,"Is a function is twice differentiable at \(x=c\) and \(f''(c)<0\), is the graph concave upward or concave downward?","**Concavity Theorem**: If the function \(f\) is twice differentiable at \(x=c\), then the graph of \(f\) is concave upward at \((c,f(c))\) if \(f''(c) > 0\) and concave downward if \(f''(c) < 0\)."
120,Concavity and the second derivative test,At what points in a function does the concavity change?,"Points on the graph of \(f\) where the concavity changes from up-to-down or down-to-up are called **inflection points** of the graph. **Inflection Point Theorem:** If \(f'(c)\) exists and \(f''(c)\) _changes sign at \(x=c\)_, then the point \((c,f(c))\) is an **inflection point** of the graph of \(f\). If \(f''(c)\) exists at the inflection point, then \(f''(c) = 0\)."
121,Concavity and the second derivative test,"Given that a particular point is a critical point of the function, how do we determine whether that point is a maximum or a minimum value of the function?","**The Second Derivative Test:** Suppose that \(c\) is a critical point at which \(f'(c)= 0\), that \(f'(x)\) exists in a neighborhood of \(c\), and that \(f''(c)\) exists. Then \(f\) has a relative maximum value at \(c\) if \(f''(c) < 0\) and a relative minimum value at \(c\) if \(f''(c)> 0\). If \(f''(c)= 0\), the test is not informative. "
122,Concavity and the second derivative test,"If \(f'(c)=0\) and \(f''(c)<0\), then what is known about the value \(f(c)\)?","Suppose that \(c\) is a critical point at which \(f'(c)= 0\), that \(f'(x)\) exists in a neighborhood of \(c\), and that \(f''(c)\) exists. Then \(f\) has a relative maximum value at \(c\) if \(f''(c) < 0\)."
123,Concavity and the second derivative test,"If \(f'(c)=0\) and \(f''(c)>0\), then what is known about the value \(f(c)\)?","Suppose that \(c\) is a critical point at which \(f'(c)= 0\), that \(f'(x)\) exists in a neighborhood of \(c\), and that \(f''(c)\) exists. Then \(f\) has a relative minimum value at \(c\) if \(f''(c) > 0\)."
124,Concavity and the second derivative test,"If \(f'(c)=0\) and \(f''(c)=0\), then what is known about the value \(f(c)\)?","Suppose that \(c\) is a critical point at which \(f'(c)= 0\), that \(f'(x)\) exists in a neighborhood of \(c\), and that \(f''(c)\) exists. If \(f''(c) = 0\), the second derivative test is inconclusive as to whether \(f\) has a relative minimum or maximum value at \(c\)."
125,Special trigonometric integrals,"What is the integral of any two functions from the set \(1, \cos x, \sin x, \cos 2x, \sin 2x, \ldots, \cos nx, \sin nx, \ldots \) on the interval \([-\pi, \pi]\)?","The integral of any two functions from the set \(1, \cos x, \sin x, \cos 2x, \sin 2x, \ldots, \cos nx, \sin nx, \ldots \) over the interval \([-\pi, \pi]\) is zero. These functions are said to form an **orthogonal set**."
126,Tangent line approximation,What is the equation of the tangent line at a given point on a differentiable function?,"For the curve \(y = f(x)\), the slope of the tangent line at a point \((x_0,y_0)\) on the curve is \(f'(x_0)\). The equation of the tangent line is given by \[ y-y_0 = f'(x_0)(x-x_0). \]"
127,Tangent line approximation,How can a function be approximated knowing its tangent and a value of a nearby point?,"For \(x\) close to \(x_0\), the value of \(f(x)\) may be approximated by \[ f(x) \approx f(x_0)+f'(x_0)(x-x_0). \] (Note that this is simply the two-term Taylor expansion of \(f\).)"
128,Taylor's theorem,What is the Taylor series for a function?,"If \(f\) has \(n+1\) continuous derivatives at \(x=a\), the **Taylor series of degree \(n\) about \(a\)** is \[\sum_{k=0}^n \frac{f^{(k)}(a)}{k!}(x-a)^k=f(a)+f'(a)(x-a)+\frac{f''(a)}{2!}(x-a)^2+\ldots + \frac{f^{(n)}(a)}{n!}(x-a)^n.\] This formula approximates \(f(x)\) near \(a\)."
129,Taylor's theorem,What is the bound of error for the Taylor series of a function?,"**Taylor's Theorem** Suppose \(f\) has \(n+1\) continuous derivatives on an open interval containing \(a\). Then for each \(x\) in the interval, \[f(x) = \left[\sum_{k=0}^n \frac{f^{(k)}(a)}{k!} (x-a)^k\right]+ R_{n+1}(x)\] where the error term \(R_{n+1}(x)\) satisfies \(R_{n+1}(x) = \left[\frac{f^{(n+1)}(c)}{(n+1)!}\right] (x-a)^{n+1}\) for some \(c\) between \(a\) and \(x\)."
130,Trigonometric substitutions,What is the motivation for choosing trigonometric substitutions when computing an integral?,"When encountering terms that include a sum or difference of squares, these resemble either the hypotenuse or leg of a right triangle."
131,Trigonometric substitutions,Which substitution should be used for factors of the form \((a^2-x^2)^n\)?,"For integrals containing the form \((a^2-x^2)^n\), let \(x=a\sin\theta\) and \(dx=a\cos\theta\) so that \(\sqrt(a^2-x^2)=a\cos\theta\)"
132,Trigonometric substitutions,Which substitution should be used for factors of the form \((x^2+a^2)^n\)?,"For integrals containing the form \((a^2-x^2)^n\), let \(x=a\tan\theta\) and \(dx=a\sec^2\theta\) so that \(\sqrt(x^2+a^2)=a\sec\theta\)"
133,Trigonometric substitutions,Which substitution should be used for factors of the form \((x^2-a^2)^n\)?,"For integrals containing the form \((x^2-a^2)^n\), let \(x=a\sec\theta\) and \(dx=a\sec\tan\theta\) so that \(\sqrt(x^2-a^2)=a\tan\theta\)"
134,Volume,What is the method of washers for integrating to find a volume?,"**Method of Washers:** \begin{align} V = \int^b_a \pi ([f(x)]^2 - [g(x)]^2)\, dx & \qquad{\small\textrm{or}}\qquad & V = \int^d_c \pi ([F(y)]^2 - [G(y)]^2)\, dy. \\ \end{align} In the disc and washer methods, you integrate with respect to the _same_ variable as the axis about which you revolved the region."
135,Volume,What is the method of cylindrical shells for integrating to find a volume,"**Method of Cylindrical Shells:** \begin{align} V = \int^b_a 2\pi xf(x)\, dx & \qquad{\small\textrm{or}}\qquad & V = \int^b_a 2\pi x[f(x)-g(x)]\, dx. \\ V = \int^d_c 2\pi yF(y)\, dy & \qquad{\small\textrm{or}}\qquad & V = \int^d_c 2\pi y[F(y)-G(y)]\, dy. \\ \end{align} In the method of cylindrical shells, you integrate with respect to the _other_ variable."
136,Computing integrals by substitution,When should an integral be computed by the method of substitution?,"An integral of the form \(\displaystyle\int\! f(g(x))g'(x)\, dx\) can be computed by the substitution method. More generally, look for some expression that is composed in another function but whose derivative either cancels or otherwise ""plays well"" with the terms outside of that function."
137,Integration by parts,When should an integral be computed by integral by parts?,"Assuming we start with the integral  \(\displaystyle\int\! f(x)g'(x)\, dx\), when applying integration by parts, we will still need to compute the integral \(\displaystyle\int\! f'(x)g(x)\, dx\). So if this integral is easier to compute, then integration by parts should be applied. Typically, \(f(x)\) and \(g'(x)\) will be something that we have trouble integrating when they are combined, such as two instances of polynomials, trigonometric functions, or exponential/logarithmic functions. Sometimes, integral by parts will not reduce into an integrable term, but it is still useful. See ""How can an integral be computed by integration by parts if the new integral has not been reduced into something integrable?"""
138,Integration by parts,How can an expression with only one term be integrated by parts?,"An general heuristic in math is to introduce a helpful term without changing the expression. In this case, we want another multiplicative term, so we should do so by multiplying by 1. Consider the example \(\int\! \ln x\,dx\) (assuming you haven't already memorized the answer). Let's apply integration by parts to the same integral, \(\int\!1\cdot\ln x\,dx\), letting \(u=\ln x\), \(dv=1\) (since we do know how to differentiate \(\ln x\)). Then by integration by parts, we have \(\int\!\ln x\,dx=x\ln x+\int\!x\frac 1x\,dx=x\ln x+x\)."
139,Integration by parts,How can an integral be computed by integration by parts if the new integral has not been reduced into something integrable?,"Suppose we compute \(\displaystyle\int\! f(x)g'(x)\, dx=f(x)g(x)-\displaystyle\int\! f'(x)g(x)\,dx\). If the right hand side itself cannot be reduced into an expression without an integral, it may be possible to let \(X=\displaystyle\int\!f(x)g'(x)\) and solve for \(X\). Often we will have something like \(X=f(x)g(x)-X\), so that \(X=f(x)g(x)/2\), and that __is__ computable."
140,LHopitals rule,When should L'Hopital's rule be applied?,"If we are finding the limit \(x\to x_0\) and \(x\) is involved in a fraction, the possibilities when plugging in \(x_0\) are, for \(c\) finite, \(\frac 00\), \(\frac c{\pm\infty}, \(\frac{\pm\infty}c\), \(\frac{\pm\infty}{\pm\infty}\), or any other purely finite fraction. In the case of \(\frac c{\pm\infty}\), the limit is 0. For \(\frac{\pm\infty}c\), \(\pm\infty\). For a finite fraction, it is simply that fraction. In the remaining two cases, we apply L'Hopital's rule."
141,Algebra review,When is the limit different depending in whether it is evaluated from the left or the right?,A limit of a function at a point \(x\) differs depending on the direction if the function is discontinuous at \(x\).
142,Algebra review,"What is the derivative of a polynomial (or, more generally, linear combination of powers of the variable of differentiation)?",**Power rule**: The derivative with respect to \(x\) for a sum of powers of \(x\) with real coefficients and exponents is given by \[\left( \sum^n_{k=0} a_k x^k\right)' = \sum^n_{k=1} ka_kx^{k-1}\]
143,Algebra review,"What is the integration of a polynomial (or, more generally, linear combination of powers of the variable of integration)?","**Power rule**: The integral with respect to \(x\) for a sum of powers of \(x\) with real coefficients and exponents is given by \[\int\!\left( \sum^n_{k=0} a_k x^k\right)\,dx= \sum^n_{k=0} \frac{a_k x^{k+1}}{k+1} + C.\]"
144,Algebra review,What is the derivative of a constant?,The derivative of a constant is always zero. 
145,LHopitals rule,How can the limit of an exponential function be found?,"The logarithm of the limit equals the limit of the logarithm, so taking the logarithm of the expression first, finding the limit, and then taking the answer as the exponent of \(e\) is often easier."
146,LHopitals rule,What is the first step for evaluating a limit for a rational function?,"See whether the expression in the limit simplifies. If so, you may be able to remove a singularity."
147,Limits,What is a left-hand limit?,A left-hand limit is the limit of a function as you approach it from the left. We write \[ \lim_{x\rightarrow c^-} f(x) \]
148,Limits,What is a right-hand limit?,A right-hand limit is the limit of a function as you approach it from the right. We write \[ \lim_{x\rightarrow c^+} f(x) \]
149,Limits,What is the definition of a limit?,"Let the function \( f(x) \) be defined at all \( x \) in an open interval containing \( c \), except possibly at \( c \) itself. Then the limit \[ \lim_{x\rightarrow c} f(x) = L \] if and only if for each \( \epsilon > 0 \), there exists a \( \delta > 0 \) such that \[ \text{ if } 0 < | x - c| < \delta \text{ then } | f(x) - L | < \epsilon \] In words, this is equivalent to saying that the limit \[ \lim_{x\rightarrow c} f(x) = L \] if and only if by taking \( x \) arbitrarily close to \( c \), we can get \( f(x) \) arbitrarily close to \( L \)."
150,Limits,When does a limit exist?,"A two-sided limit \( \lim_{x\rightarrow c} f(x) = L \) exists if both the left- and right-hand limits exist, and are equal."
151,Limits,What is the limit of a function that has a vertical asymptote at the limit point?,"The limit is undefined, because the function tends to infinity."
152,Limits,What is the left-hand limit of a function with a jump-discontinuity at the limit point?,The limit is the value of the function on the left-hand side of the jump discontinuity.
153,Limits,What is the right-hand limit of a function with a jump-discontinuity at the limit point?,The limit is the value of the function on the right-hand side of the jump discontinuity.
154,Limits,What is the limit of a function with a jump-discontinuity at the limit point?,"The limit is undefined, because the left- and right-hand limits will have different values at the limit point (evaluated at the left- and right- hand side of the jump discontinuity)"
155,Limits,What is the left-hand limit of a function that has a removable discontinuity at the limit point?,"The limit is the value of the function as you approach from the left, but not the ""defined"" value of the function itself at the limit point."
156,Limits,What is the right-hand limit of a function that has a removable discontinuity at the limit point?,"The limit is the value of the function as you approach from the right, but not the ""defined"" value of the function itself at the limit point."
157,Limits,What is the limit of a function that has a removable discontinuity at the limit point?,"The limit is the value of the left/right hand limits. ""Removable discontinuity"" in fact gets its name from the fact that we can ""remove"" the discontinuity by defining the function at the limit point as the limit itself."
158,Limits,"What is the limit of a function with a horizontal asymptote, as \( x \rightarrow \pm\infty \)?",The limit is simply the value of the asymptote.
159,Limits,What is the limit of a function that tends to infinity as \( x \rightarrow \pm\infty \)?,"The limit is undefined, because the function tends to infinity."
